RMSE_COT_mean,RMSE_COT_std,MAE_COT_mean,MAE_COT_std,MAEP_COT_mean,MAEP_COT_std
0.3069331434217625,0.37683481659647156,0.3069331434217625,0.37683481659647156,30.78425635070351,37.79513501425798
0.2984917286251013,0.282694446170388,0.2984917286251013,0.282694446170388,29.937613742590127,28.353204879771035
0.2878806526069883,0.2614144363485022,0.2878806526069883,0.2614144363485022,28.873362157841814,26.218898788876672
0.2883505440890735,0.27449635231050573,0.2883505440890735,0.27449635231050573,28.920490531403107,27.530966459520165
0.29605109425355003,0.29181793774890236,0.29605109425355003,0.29181793774890236,29.69282716361539,29.268257260349355
0.2839018992174239,0.26832285418500784,0.2839018992174239,0.26832285418500784,28.47430794383575,26.911787485372134
0.2814854431050602,0.25692469926108547,0.2814854431050602,0.25692469926108547,28.231946354618223,25.768594804414565
0.28355571118616146,0.2635565661751236,0.28355571118616146,0.2635565661751236,28.43958656776955,26.433746468680944
0.2905998415854217,0.25178100182510765,0.2905998415854217,0.25178100182510765,29.146086731163884,25.252701021506887
0.29892303421251853,0.25345243250943567,0.29892303421251853,0.25345243250943567,29.980872093970895,25.420339322425345
