RMSE_COT_mean,RMSE_COT_std,MAE_COT_mean,MAE_COT_std,MAEP_COT_mean,MAEP_COT_std
0.256022911692911,0.298990660352685,0.256022911692911,0.298990660352685,25.678148854644938,29.987654745110113
0.2238049948281195,0.2170963063800521,0.2238049948281195,0.2170963063800521,22.44681123892014,21.77395465960141
0.2275037806456328,0.22458311977992815,0.2275037806456328,0.22458311977992815,22.817785743410887,22.52485428673932
0.22763726976711982,0.2236545511209359,0.22763726976711982,0.2236545511209359,22.831174207393865,22.4317222928498
0.2374012085814074,0.23205638231567718,0.2374012085814074,0.23205638231567718,23.810461071304115,23.27439481244422
0.24096951493074914,0.23462490096238667,0.24096951493074914,0.23462490096238667,24.168348968881332,23.532007710094753
0.24001950004325925,0.23253632261492777,0.24001950004325925,0.23253632261492777,24.073065997783985,23.32253104511187
0.23904278890706737,0.22016056208767343,0.23904278890706737,0.22016056208767343,23.97510549191642,22.08128814654876
0.23999063152367928,0.2182026779022242,0.23999063152367928,0.2182026779022242,24.070170592298258,21.884919621475415
0.2460789547269302,0.21874501191156515,0.2460789547269302,0.21874501191156515,24.680806837525346,21.939313711944543
