RMSE_COT_mean,RMSE_COT_std,MAE_COT_mean,MAE_COT_std,MAEP_COT_mean,MAEP_COT_std
43.33229681083575,35.454361159650034,43.33229681083575,35.454361159650034,13.638341563717244,11.158852011227406
40.06098451316419,32.941544643200324,40.06098451316419,32.941544643200324,12.608733678587168,10.367971941151787
39.61708492380789,32.54245431318985,39.61708492380789,32.54245431318985,12.469021393174193,10.24236285425708
38.235812794507964,30.17031514747961,38.235812794507964,30.17031514747961,12.034281892194764,9.495759360796805
36.482638480566145,28.762407413233337,36.482638480566145,28.762407413233337,11.482490460075361,9.052636609799487
36.43379321384553,27.775222536015892,36.43379321384553,27.775222536015892,11.467116974699898,8.741931534534217
34.97395263853729,27.49730379055518,34.97395263853729,27.49730379055518,11.007648959848476,8.654459808904265
33.08515843325185,26.821399460924194,33.08515843325185,26.821399460924194,10.413172728235217,8.441726702414568
31.681515439362425,26.410526985851853,31.681515439362425,26.410526985851853,9.971392255167943,8.312409321002068
30.377185982695362,26.251539465806648,30.377185982695362,26.251539465806648,9.560869574607082,8.262369829391213
