RMSE_COT_mean,RMSE_COT_std,MAE_COT_mean,MAE_COT_std,MAEP_COT_mean,MAEP_COT_std
14.072075749005723,10.823642781418929,14.072075749005723,10.823642781418929,15.20773230533195,11.697141553547127
14.056314939525606,11.422736822840601,14.056314939525606,11.422736822840601,15.19069955367796,12.344584188888536
13.768303219637453,10.856562302239817,13.768303219637453,10.856562302239817,14.879444468431084,11.732717773373773
12.953261048064563,10.427472727787663,12.953261048064563,10.427472727787663,13.998626074335053,11.268999449249613
13.473003746776454,11.539728494534442,13.473003746776454,11.539728494534442,14.56031348780848,12.471017421398598
13.259740268717902,9.96156973987085,13.259740268717902,9.96156973987085,14.32983904020983,10.765496764438254
13.130427120325527,10.55297436175911,13.130427120325527,10.55297436175911,14.190089952769773,11.40462942220896
13.311965358646527,10.617012066909968,13.311965358646527,10.617012066909968,14.386278843506977,11.473835152390649
13.240372769024455,10.731407816823817,13.240372769024455,10.731407816823817,14.30890852817913,11.59746296484614
13.14708715899157,10.710423921194028,13.14708715899157,10.710423921194028,14.208094503963833,11.574785609127428
