RMSE_COT_mean,RMSE_COT_std,MAE_COT_mean,MAE_COT_std,MAEP_COT_mean,MAEP_COT_std
8.473120368707537,9.925625080834894,8.473120368707537,9.925625080834894,22.43786876072295,26.284280553172998
8.201548999671184,8.647981144132828,8.201548999671184,8.647981144132828,21.718714249462653,22.900921680976627
7.953160264690396,8.739448652009065,7.953160264690396,8.739448652009065,21.060950215126024,23.14313893368756
7.534824283318931,7.850024410503819,7.534824283318931,7.850024410503819,19.95314489200479,20.78783374090362
7.893313301874774,8.140076652628668,7.893313301874774,8.140076652628668,20.902468069357855,21.55592788560459
7.864257829194107,7.46209345488504,7.864257829194107,7.46209345488504,20.82552559074073,19.760544679539358
7.709358280315383,7.38956381592571,7.709358280315383,7.38956381592571,20.415332462637426,19.568477241639815
7.665081383952947,7.0425374581186,7.665081383952947,7.0425374581186,20.298081774994472,18.649508605038775
7.493075471632074,6.865503465859048,7.493075471632074,6.865503465859048,19.842588884680097,18.18070073831983
7.492184754120516,6.643631012849466,7.492184754120516,6.643631012849466,19.840230154748557,17.593155092133284
