RMSE_COT_mean,RMSE_COT_std,MAE_COT_mean,MAE_COT_std,MAEP_COT_mean,MAEP_COT_std
47.927266060486986,41.842156622042495,47.927266060486986,41.842156622042495,15.084555236052523,13.16933709434182
42.56743405293291,34.0057599532981,42.56743405293291,34.0057599532981,13.397609816051446,10.702921458363193
39.38885515698678,35.28740660826979,39.38885515698678,35.28740660826979,12.397188701533086,11.10630498822327
33.456442364852656,28.90911993674892,33.456442364852656,28.90911993674892,10.530030071348069,9.09881268756696
29.399981462119964,27.807269903227848,29.399981462119964,27.807269903227848,9.253305701697323,8.752018074422987
29.221145259739597,28.31690217497614,29.221145259739597,28.31690217497614,9.19701906582688,8.912418964879786
26.378058354886818,25.152428449184118,26.378058354886818,25.152428449184118,8.30219019319676,7.916437290283476
26.825261730123636,23.06282012722362,26.825261730123636,23.06282012722362,8.442942307181216,7.258757127293435
25.829920829359565,24.07871429806993,25.829920829359565,24.07871429806993,8.129670217399815,7.578498122216339
25.96274429989226,24.272603818943374,25.96274429989226,24.272603818943374,8.17147487563686,7.639522616783087
